filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
Where_You_Stand_Back_Cover_Arch_v2_Landscape_PROOF.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/artwork_proofs/Where_You_Stand_Back_Cover_Arch_v2_Landscape_PROOF.png,png,Visual assets,Visual/production asset: Where You Stand Back Cover Arch v2 Landscape PROOF,2026-08-08T14:30:44-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/artwork_proofs/Where_You_Stand_Back_Cover_Arch_v2_Landscape_PROOF.png,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,2618650,860233ba246dcc3c4f45789953ea0eb7757c440ceb133ebdd5c524b3ecadfa82
Where_You_Stand_Front_Ann_Balustrade_Text_Free_v1_PROOF.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/artwork_proofs/Where_You_Stand_Front_Ann_Balustrade_Text_Free_v1_PROOF.png,png,Visual assets,Visual/production asset: Where You Stand Front Ann Balustrade Text Free v1 PROOF,2026-08-08T14:41:37-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/artwork_proofs/Where_You_Stand_Front_Ann_Balustrade_Text_Free_v1_PROOF.png,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3024605,060f9d3b2175a027917d2aa82413817dd8f40a943396e2a9a79f9aa81d6b280e
Where_You_Stand_Front_Ann_Exact_Panel_Fit_300PPI_REVIEW.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/artwork_proofs/Where_You_Stand_Front_Ann_Exact_Panel_Fit_300PPI_REVIEW.png,png,Visual assets,Visual/production asset: Where You Stand Front Ann Exact Panel Fit 300PPI REVIEW,2026-08-08T14:43:59-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,11757008,c7b0854b39bf8bf1a13ee0e6561e0775d1bc7c1a86f11acdb09d81bbf1a1cc54
Where_You_Stand_Back_Cover_Arch_Landscape_PRODUCTION_4X.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/production_artwork/Where_You_Stand_Back_Cover_Arch_Landscape_PRODUCTION_4X.png,png,Visual assets,Visual/production asset: Where You Stand Back Cover Arch Landscape PRODUCTION 4X,2026-08-08T14:50:33-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,20171436,5377fcb16aedbdfa72f3073badfc179a5e3edda26cd214678b1eb39212032922
Where_You_Stand_Front_Ann_Balustrade_Text_Free_PRODUCTION_4X.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/production_artwork/Where_You_Stand_Front_Ann_Balustrade_Text_Free_PRODUCTION_4X.png,png,Visual assets,Visual/production asset: Where You Stand Front Ann Balustrade Text Free PRODUCTION 4X,2026-08-08T14:43:39-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,25319518,c1e3c7770bf34169b8d5a2dceb64e1567f01bbe2423bb9b31107f04aaec3e169
Where_You_Stand_KDP_Paperback_Cover_FINAL_REVIEW.jpg,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/Where_You_Stand_KDP_Paperback_Cover_FINAL_REVIEW.jpg,jpg,Visual assets,Visual/production asset: Where You Stand KDP Paperback Cover FINAL REVIEW,2026-08-08T15:16:57-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1789476,b21e3fe0fe9852fcd3f41fa9c02bf11bc652291bec342b558392394dfbb8b0ab
Where_You_Stand_KDP_Paperback_Cover_FINAL_REVIEW.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/Where_You_Stand_KDP_Paperback_Cover_FINAL_REVIEW.png,png,Visual assets,Visual/production asset: Where You Stand KDP Paperback Cover FINAL REVIEW,2026-08-08T15:16:56-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,6946281,075ef41b5ff2f2d4cd298dec3d57f9d0f1de7b4a183bbf82c3d90be771bfb388
Where_You_Stand_KDP_Wrap_CLEAN_PROOF.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_CLEAN_PROOF.png,png,Visual assets,Visual/production asset: Where You Stand KDP Wrap CLEAN PROOF,2026-08-08T15:04:59-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,2817136,44946b8345231cd14972e0e3b05a007e509a445155ab651710887a0cbc8790f3
Where_You_Stand_KDP_Wrap_Proof_EDITABLE.svg,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_Proof_EDITABLE.svg,svg,Visual assets,Visual/production asset: Where You Stand KDP Wrap Proof EDITABLE,2026-08-08T15:04:00-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3488,e374742c517077f3fda7452f24a3643349f5556b15c5b92ee3cf2c9b63364067
Where_You_Stand_KDP_Wrap_Proof_EDITABLE.svg.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_Proof_EDITABLE.svg.png,png,Visual assets,Visual/production asset: Where You Stand KDP Wrap Proof EDITABLE.svg,2026-08-08T15:00:00-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,11525599,cca96af32032e5cf9d24b99a1152191461c3bae7a7b0674f2b74e62fda623894
Where_You_Stand_KDP_Wrap_Proof_GUIDES.svg,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_Proof_GUIDES.svg,svg,Visual assets,Visual/production asset: Where You Stand KDP Wrap Proof GUIDES,2026-08-08T15:04:00-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,4882,71b40993a05d92905591d8ca58598a86129925055968d06bfabd98b3746fb32b
Where_You_Stand_KDP_Wrap_Proof_GUIDES.svg.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_Proof_GUIDES.svg.png,png,Visual assets,Visual/production asset: Where You Stand KDP Wrap Proof GUIDES.svg,2026-08-08T14:59:59-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,11494331,761c84a4758951303550d7e9eb654b95125a63fb95223963fea3d0520c43db15
Where_You_Stand_KDP_Wrap_TECHNICAL_PROOF.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/cover/wrap_proof/Where_You_Stand_KDP_Wrap_TECHNICAL_PROOF.png,png,Visual assets,Visual/production asset: Where You Stand KDP Wrap TECHNICAL PROOF,2026-08-08T15:05:01-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,2843296,07de36533e773c19d6edf65b87c17ecebda085d0274e7f449dff35f908a37b91
Where_You_Stand_Contact_Sheet.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/Where_You_Stand_Contact_Sheet.png,png,Visual assets,Visual/production asset: Where You Stand Contact Sheet,2026-08-08T17:55:32-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3205991,e43fc4bc146d7ee1c085b526e4fa778298c2580666d22dd32fd156c331c4d9e5
Where_You_Stand_Contact_Sheet_v2_Map.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/output/releases/Where_You_Stand_First_Edition_2026-08-08/Where_You_Stand_Contact_Sheet_v2_Map.png,png,Visual assets,Visual/production asset: Where You Stand Contact Sheet v2 Map,2026-08-08T18:01:42-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3313246,8c76be715d7279d9c716bcd163a52e75b81dd31172fd2c1c7cd9822cab6f7a48
Angel Gardens.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Angel Gardens.png,png,Visual assets,Visual/production asset: Angel Gardens,2026-07-20T14:02:44-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/13_Angel/images/Angel_Master.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/13_Angel/images/Angel_Master.png,CLAUDE_WORKING_FILES,223693,9802757d0bc7e54584b5f14b3bd4c5c2aac94139847572d09e5e7e0e96f688d1
Blue Jay.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Blue Jay.png,png,Visual assets,Visual/production asset: Blue Jay,2026-07-20T14:12:47-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,474970,8eaafb147375dbd8137757fb728a8f1af279d892019fae686b6f76215ceca6c1
Both Sides Now.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Both Sides Now.png,png,Visual assets,Visual/production asset: Both Sides Now,2026-07-20T09:41:59-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/images/01_Master_Poem/Bowls_Masters.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/images/01_Master_Poem/Bowls_Masters.png,CLAUDE_WORKING_FILES,216217,0319673202803ed935fa04938bc34c23dd5df6eb1cc415cadb4d7230820c4c3d
Chess.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Chess.png,png,Visual assets,Visual/production asset: Chess,2026-07-23T07:56:58-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 8; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/chess-poem.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/chess-poem.png,CLAUDE_WORKING_FILES,364397,606f13380eeacfc21024a901b1371b6072da986c01810bdae8e10f99e8d96a4b
Clay Vase.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Clay Vase.png,png,Visual assets,Visual/production asset: Clay Vase,2026-07-20T14:10:30-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,942379,8f1e557b095debe1822acf26459dc9a3b242ee3432e094e8d61e53a94f4c4821
Her Mother's Hands.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Her Mother's Hands.png,png,Visual assets,Visual/production asset: Her Mother's Hands,2026-07-20T14:07:29-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,447238,755d9aa1dc6c87243bbad0a8ea82f8da95302ab9b872f828f36429a4572bfd6d
King.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/King.png,png,Visual assets,Visual/production asset: King,2026-07-23T07:57:50-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 8; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/king-poem.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/king-poem.png,CLAUDE_WORKING_FILES,436280,6f6fbde6c5332146b339ecae500f461d490006b16d91b23dddf5f96d601c3dbb
Ladybug.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Ladybug.png,png,Visual assets,Visual/production asset: Ladybug,2026-07-20T14:05:25-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,615596,c5274e0305c682c57e25a05bc85fa03437a08f64cb8de7879c8e6f8a0af94795
Love Ballet.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Love Ballet.png,png,Visual assets,Visual/production asset: Love Ballet,2026-07-20T14:14:54-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,534922,44e0ec59adf1500104159746e8998957c4d90323cfe2f7156e646e35a270d5fa
Mermaid Grismere.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Mermaid Grismere.png,png,Visual assets,Visual/production asset: Mermaid Grismere,2026-07-20T14:11:49-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1183470,b387cffc673a107ba6f27e748eb548a7cef42d52e65524d14c68ed880b61e9f5
Merriweather.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Merriweather.png,png,Visual assets,Visual/production asset: Merriweather,2026-07-20T14:08:58-05:00,not explicit,not determined,NO / NOT APPLICABLE,same filename appears in 2 locations with differing content/hashes,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1373478,676ed8c4cc50a38895bbb6bb108b3a217fea34a441a0f094d7802698df8017a6
Queen Ann.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Queen Ann.png,png,Visual assets,Visual/production asset: Queen Ann,2026-07-20T14:01:23-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/queen-ann-poem.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/02_Poem_Figures/queen-ann-poem.png,CLAUDE_WORKING_FILES,450712,f4a6cb0f5b133688e37f4ef875ed7d0e0148981579a4b2094eb2ab21183d645b
Watery Cross.png,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/Poems/source-art/Watery Cross.png,png,Visual assets,Visual/production asset: Watery Cross,2026-07-20T14:19:24-05:00,not explicit,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,283070,cc3f3acaefc0037a6a680b876f55fb3f104d082f1bc5cb8246a5be749ea190f1
prepare_assets.js,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/_DELETE_ME_duplicate_2026-07-29_Seek_and_Find_copy/01_Kings_and_Queens/scripts/prepare_assets.js,js,Website,Website source or deployed/static asset,2026-07-24T18:44:32-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/scripts/prepare_assets.js,HISTORICAL,Stored in an explicitly historical/archive location,CLAUDE_WORKING_FILES,4470,1c7b3403f8fcfb5b79d3ea742668091fc6d99b935875f34775622fa9ed5c1d76
prepare_v2_visuals.js,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/_DELETE_ME_duplicate_2026-07-29_Seek_and_Find_copy/01_Kings_and_Queens/scripts/prepare_v2_visuals.js,js,Website,Website source or deployed/static asset,2026-07-24T19:10:31-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/scripts/prepare_v2_visuals.js,HISTORICAL,Stored in an explicitly historical/archive location,CLAUDE_WORKING_FILES,2664,f4922ef03b1e185412bb179bc399184c0c9567a86c67f6c8c11c7a0b075e825a
